"event","fulldate","cov_all","grid_cell"
4,2013-10-08,0.188235294117647,753
1,2012-07-02,0.8,754
2,2012-10-28,0.1,754
3,2013-06-07,0.5,754
1,2012-07-03,0.8,755
2,2012-08-22,0.8,755
3,2012-10-26,0.274285714285714,755
4,2013-06-07,0.8,755
5,2013-08-07,0.617142857142857,755
6,2013-10-08,0.137142857142857,755
1,2012-08-22,0.342857142857143,787
2,2012-11-11,0.8,787
3,2013-06-21,0.4,787
4,2013-08-14,0.8,787
5,2013-10-23,0.685714285714286,787
1,2012-06-28,0.56,788
2,2012-08-22,0.32,788
3,2012-11-11,0.48,788
4,2013-06-21,0.48,788
5,2013-10-23,0.8,788
1,2012-08-22,0.8,789
1,2012-06-26,0.711111111111111,790
2,2012-08-21,0.586666666666667,790
3,2012-11-11,0.8,790
4,2013-06-19,0.426666666666667,790
5,2013-08-15,0.426666666666667,790
1,2012-06-26,0.369230769230769,791
2,2012-08-21,0.8,791
3,2013-06-18,0.246153846153846,791
1,2012-06-26,0.596610169491525,792
2,2012-08-21,0.555932203389831,792
3,2012-11-09,0.8,792
4,2013-06-18,0.474576271186441,792
5,2013-08-12,0.623728813559322,792
6,2013-10-24,0.63728813559322,792
1,2012-06-27,0.220689655172414,793
2,2012-08-20,0.294252873563218,793
3,2012-11-10,0.8,793
4,2013-06-18,0.193103448275862,793
5,2013-08-11,0.174712643678161,793
6,2013-10-25,0.31264367816092,793
1,2013-08-23,0.8,795
1,2012-07-05,0.8,796
2,2013-06-05,0.8,796
3,2013-10-17,0.266666666666667,796
